value_5896,value_5892,value_7125,value_5895,value_5893,value_6253,value_5891,value_5889,value_6127
0.2270242874273751,0.07019894855417441,-1.7105168549850618,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22682598983448074,-0.12896438777698674,-1.6891196447607053,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22752932925070998,-0.7264543967704702,-1.6641013681906887,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22792862191292806,-0.3281277241081479,-1.6242696383884256,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2275746045214387,-0.7264543967704702,-1.697020153151237,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22806831347692053,-0.12896438777698674,-1.6983899093729005,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22690991880680558,-0.527291060439309,-1.6973493410008424,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22730533580605056,-0.12896438777698674,-1.6971435985948389,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2274553691510586,0.07019894855417441,-1.6968967077076347,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22777868044382057,-0.7264543967704702,-1.6967321137828322,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2274553691510586,-0.3011225259615497,-1.697020153151237,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22777623111584525,0.6676889575476581,0.6271695105070632,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22685734891673298,1.663505639203464,0.7613547077024976,-0.04659408212612241,4.3274349945080735,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22711634133712003,0.26936228488533553,0.7613547077024976,-0.04659408212612241,2.4866578380086084,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22711634133712003,-0.7264543967704702,0.7613547077024976,-0.04659408212612241,3.075307443610063,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22714305484104308,0.46852562121649705,0.25057861055839264,-0.04659408212612241,4.5469314576137005,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22787608833330714,0.8668522938788193,-0.746208076401462,-0.04659408212612241,1.015033824004971,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22737619087527994,1.2651789665411415,-1.6991028993535486,-0.04659408212612241,1.603683429606426,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22773988308868925,1.862668975534625,-1.6988718348052678,-0.04659408212612241,0.426384218403516,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22796835640224122,1.2651789665411415,-1.6983780530308594,-0.04659408212612241,1.603683429606426,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22762564643191327,0.6676889575476581,-1.6980900136624546,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22788645087474144,1.0660156302099804,-1.697925419737652,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22785411974546524,1.0660156302099804,-1.6207238946863192,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,2.5587567637327986,0.0,0.36873062466873135
0.2273268736372678,0.6676889575476581,-0.7220480395822025,-0.04659408212612241,1.015033824004971,-0.05803745560914141,4.196248778603498,0.0,0.36873062466873135
0.2277533226953688,0.6676889575476581,-0.7781334194587365,-0.04659408212612241,5.429905866015883,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2273268736372678,0.26936228488533553,-0.8074311380736244,-0.04659408212612241,3.369632246410791,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22779065493614548,0.6676889575476581,-0.7619209178656666,-0.04659408212612241,5.429905866015883,9.320543719940225,5.9355058339463875,0.0,0.36873062466873135
0.22767091001289969,-0.09858353986206365,-0.7431572104381541,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2279942213056623,0.6676889575476581,-0.7327466446943808,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22788645087474144,0.46852562121649705,-0.7187561610861478,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2281019917365832,0.26936228488533553,-0.7109790981392183,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2279859312725146,0.07019894855417441,-0.7097857921843985,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2280022043005458,0.46852562121649705,-0.719003051973352,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22788645087474144,0.07019894855417441,-0.7215542578077944,-0.04659408212612241,0.7207090212042435,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2278964296183453,-0.12896438777698674,-0.7606864634296461,-0.04659408212612241,4.5469314576137005,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22757910557174513,1.663505639203464,-0.7613036906476564,-0.04659408212612241,4.252606654812973,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22752932925070998,0.26936228488533553,-0.7619209178656666,-0.04659408212612241,1.015033824004971,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22805279219203234,0.6676889575476581,-0.7606453149484452,-0.04659408212612241,1.603683429606426,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2281769624711366,-0.527291060439309,-0.7571476940463872,-0.04659408212612241,3.075307443610063,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22819682971579383,0.26936228488533553,-0.7586980851262026,-0.04659408212612241,2.1923330352078807,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22788645087474144,-0.527291060439309,-0.758999375700418,-0.04659408212612241,1.8980082324071534,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2277533226953688,0.46852562121649705,-0.7502347492046719,-0.04659408212612241,1.015033824004971,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.227766245394099,-0.3281277241081479,-0.7459964556410015,-0.04659408212612241,3.369632246410791,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22752932925070998,0.46852562121649705,-0.744597407280178,-0.04659408212612241,2.4866578380086084,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22784246294375365,0.10395544623742209,-0.7379425122358233,-0.04659408212612241,1.603683429606426,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22818730999439585,0.6676889575476581,-1.766807977267599,-0.04659408212612241,2.1923330352078807,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22784246294375365,0.8668522938788193,0.2651971907947644,-0.04659408212612241,3.429494918166871,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2278964296183453,1.2651789665411415,0.27691363852683104,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22810797898274562,0.46852562121649705,0.2509900953703994,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22787608833330714,1.663505639203464,0.2728455183430412,-0.04659408212612241,0.1320594156027885,-0.05803745560914141,4.196248778603498,0.0,0.36873062466873135
0.22808931286235762,-0.12896438777698674,0.3102027598181854,-0.04659408212612241,2.4866578380086084,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22769613287971105,-0.3281277241081479,0.360568500807824,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2280755989779905,-0.12896438777698674,0.46669043382439107,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2279859312725146,1.862668975534625,0.46821292762881644,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22808259305901785,0.07019894855417441,0.4943833616724522,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22787608833330714,1.2651789665411415,0.47570195120734104,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,5.833740793474197,0.0,0.36873062466873135
0.22808259305901785,-0.527291060439309,0.36381923082267825,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,5.287910121850631,0.0,0.36873062466873135
0.22831546009013834,0.8668522938788193,0.3486354412596255,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,0.9212647488620993,0.0,0.36873062466873135
0.2282983734107056,-0.12896438777698674,0.30933864171297093,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22768488025394498,0.6676889575476581,0.27547344168480725,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,0.9212647488620993,0.0,0.36873062466873135
0.22809577421172272,-0.9256177331016314,0.2577384462873118,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,2.0499315613718467,0.0,0.36873062466873135
0.22808259305901785,-0.09858353986206365,0.25720351603170283,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22787608833330714,0.6676889575476581,0.23835751164178903,-0.04659408212612241,3.075307443610063,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22831952834714597,2.061832311865786,0.2455173473707085,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22808931286235762,0.26936228488533553,0.26679111215146245,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.227766245394099,1.4643423028723028,0.2825956160919496,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,0.9212647488620993,0.0,0.36873062466873135
0.22777868044382057,0.07019894855417441,0.28547252261657363,-0.04659408212612241,2.1923330352078807,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22779065493614548,1.4643423028723028,0.27489736294799766,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22809577421172272,1.0660156302099804,0.2880648769322167,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2284253030293458,1.4643423028723028,0.2579441886933153,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22768488025394498,0.26936228488533553,0.28082274424089626,-0.04659408212612241,1.015033824004971,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2284253030293458,0.26936228488533553,0.26333463973060495,-0.04659408212612241,1.603683429606426,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.228201309584687,0.07019894855417441,0.2749385114291983,-0.04659408212612241,0.426384218403516,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22768028135471888,1.2651789665411415,0.2656801031590441,-0.04659408212612241,1.015033824004971,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22831546009013834,-0.527291060439309,0.3047300118184942,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.227766245394099,0.6676889575476581,0.3102850567805867,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2282056171509302,-0.527291060439309,0.31382382616384574,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22787608833330714,-0.12896438777698674,0.27473276902319477,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22810797898274562,-0.09858353986206365,0.25325326183643726,-0.04659408212612241,3.369632246410791,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22805279219203234,-0.3281277241081479,0.2587260098361282,-0.04659408212612241,4.028121635727673,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22831753259842494,-0.527291060439309,0.2313211213564721,-0.04659408212612241,2.7809826408093357,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22821760001702585,-0.7264543967704702,0.21656276524312112,-0.04659408212612241,1.603683429606426,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22784246294375365,-0.12896438777698674,0.22049907080069164,-0.04659408212612241,4.5469314576137005,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22813971138740585,-0.7264543967704702,0.21099377164333358,-0.04659408212612241,4.5469314576137005,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2284253030293458,0.8668522938788193,0.24267810216786098,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,6.379571465097764,0.0,0.36873062466873135
0.22802447265469286,1.4643423028723028,0.23148571528127468,-0.04659408212612241,5.429905866015883,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.2282056171509302,1.2651789665411415,0.20794878403448286,-0.04659408212612241,2.4866578380086084,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22686753043694474,2.460158984528108,0.1445801229854275,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22640936202741474,1.0660156302099804,0.13560975408367817,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22556938660994363,1.2651789665411415,0.07257028088422857,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22578907248835925,1.4643423028723028,0.09857612100306151,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.227132057858296,1.0660156302099804,0.12993126367798372,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
0.22743671657647593,0.6676889575476581,0.12606330644511918,-0.04659408212612241,-0.16226538719793898,-0.05803745560914141,-0.17039659438503343,0.0,0.36873062466873135
